fecha,altura_astronomica_m,altura_medida_m
2026-07-12T06:45:00,0.93,0.87
2026-07-12T07:45:00,0.79,0.7
2026-07-12T08:45:00,0.67,0.58
2026-07-12T09:45:00,0.61,0.5
2026-07-12T10:45:00,0.62,0.47
2026-07-12T11:45:00,0.68,0.52
2026-07-12T12:45:00,0.81,0.68
2026-07-12T13:45:00,1.0,0.89
2026-07-12T14:45:00,1.25,1.22
2026-07-12T15:45:00,1.48,1.39
2026-07-12T16:45:00,1.56,1.47
2026-07-12T17:45:00,1.47,1.36
2026-07-12T18:45:00,1.28,
2026-07-12T19:45:00,1.05,
2026-07-12T20:45:00,0.83,
2026-07-12T21:45:00,0.62,
2026-07-12T22:45:00,0.47,
2026-07-12T23:45:00,0.38,
