fecha,altura_astronomica_m,altura_medida_m
2026-07-07T00:45:00,1.34,1.38
2026-07-07T01:45:00,1.18,1.22
2026-07-07T02:45:00,0.98,0.96
2026-07-07T03:45:00,0.76,0.65
2026-07-07T04:45:00,0.57,0.51
2026-07-07T05:45:00,0.43,0.38
2026-07-07T06:45:00,0.34,0.06
2026-07-07T07:45:00,0.34,0.13
2026-07-07T08:45:00,0.46,0.3
2026-07-07T09:45:00,0.7,0.55
2026-07-07T10:45:00,0.92,0.68
2026-07-07T11:45:00,1.02,0.69
2026-07-07T12:45:00,1.01,0.64
2026-07-07T13:45:00,0.94,0.7
2026-07-07T14:45:00,0.83,0.51
2026-07-07T15:45:00,0.71,0.45
2026-07-07T16:45:00,0.62,0.36
2026-07-07T17:45:00,0.61,0.27
2026-07-07T18:45:00,0.64,0.26
2026-07-07T19:45:00,0.72,0.23
2026-07-07T20:45:00,0.86,0.62
2026-07-07T21:45:00,1.08,0.91
2026-07-07T22:45:00,1.3,1.13
2026-07-07T23:45:00,1.4,1.25
