fecha,altura_astronomica_m,altura_medida_m
2026-07-15T00:45:00,0.42,0.3
2026-07-15T01:45:00,0.28,0.11
2026-07-15T02:45:00,0.19,0.12
2026-07-15T03:45:00,0.24,0.18
2026-07-15T04:45:00,0.47,0.47
2026-07-15T05:45:00,0.77,0.89
2026-07-15T06:45:00,0.96,0.98
2026-07-15T07:45:00,1.0,0.87
2026-07-15T08:45:00,0.96,1.0
2026-07-15T09:45:00,0.89,0.96
2026-07-15T10:45:00,0.79,0.78
2026-07-15T11:45:00,0.7,0.84
2026-07-15T12:45:00,0.65,0.81
2026-07-15T13:45:00,0.67,0.75
2026-07-15T14:45:00,0.72,0.74
2026-07-15T15:45:00,0.86,1.03
2026-07-15T16:45:00,1.16,1.22
2026-07-15T17:45:00,1.54,1.7
2026-07-15T18:45:00,1.81,1.87
2026-07-15T19:45:00,1.84,1.99
2026-07-15T20:45:00,1.68,1.5
2026-07-15T21:45:00,1.45,1.47
2026-07-15T22:45:00,1.17,1.2
2026-07-15T23:45:00,0.87,0.87
