fecha,altura_astronomica_m,altura_medida_m
2026-07-02T00:45:00,0.78,1.16
2026-07-02T01:45:00,0.58,0.91
2026-07-02T02:45:00,0.44,0.78
2026-07-02T03:45:00,0.36,0.72
2026-07-02T04:45:00,0.37,0.65
2026-07-02T05:45:00,0.49,0.68
2026-07-02T06:45:00,0.67,0.88
2026-07-02T07:45:00,0.82,0.94
2026-07-02T08:45:00,0.88,0.92
2026-07-02T09:45:00,0.89,1.0
2026-07-02T10:45:00,0.89,1.01
2026-07-02T11:45:00,0.85,0.97
2026-07-02T12:45:00,0.79,0.89
2026-07-02T13:45:00,0.74,0.78
2026-07-02T14:45:00,0.73,0.72
2026-07-02T15:45:00,0.76,0.72
2026-07-02T16:45:00,0.86,0.82
2026-07-02T17:45:00,1.07,1.0
2026-07-02T18:45:00,1.35,1.28
2026-07-02T19:45:00,1.56,1.56
2026-07-02T20:45:00,1.63,1.67
2026-07-02T21:45:00,1.54,1.61
2026-07-02T22:45:00,1.38,1.46
2026-07-02T23:45:00,1.16,1.21
