fecha,altura_astronomica_m,altura_medida_m
2026-07-01T00:45:00,0.66,1.31
2026-07-01T01:45:00,0.5,1.14
2026-07-01T02:45:00,0.41,1.1
2026-07-01T03:45:00,0.38,1.18
2026-07-01T04:45:00,0.45,1.39
2026-07-01T05:45:00,0.61,1.66
2026-07-01T06:45:00,0.78,1.79
2026-07-01T07:45:00,0.88,1.95
2026-07-01T08:45:00,0.91,1.96
2026-07-01T09:45:00,0.91,2.0
2026-07-01T10:45:00,0.89,2.04
2026-07-01T11:45:00,0.83,1.98
2026-07-01T12:45:00,0.77,1.86
2026-07-01T13:45:00,0.74,1.88
2026-07-01T14:45:00,0.75,1.85
2026-07-01T15:45:00,0.81,1.9
2026-07-01T16:45:00,0.96,1.98
2026-07-01T17:45:00,1.21,2.12
2026-07-01T18:45:00,1.47,2.29
2026-07-01T19:45:00,1.61,2.27
2026-07-01T20:45:00,1.6,2.24
2026-07-01T21:45:00,1.47,2.01
2026-07-01T22:45:00,1.27,1.75
2026-07-01T23:45:00,1.03,1.43
