fecha,altura_astronomica_m,altura_medida_m
2026-07-16T07:45:00,0.95,0.78
2026-07-16T08:45:00,0.99,0.84
2026-07-16T09:45:00,0.96,0.93
2026-07-16T10:45:00,0.89,0.96
2026-07-16T11:45:00,0.79,0.74
2026-07-16T12:45:00,0.68,0.62
2026-07-16T13:45:00,0.63,0.57
2026-07-16T14:45:00,0.64,0.67
2026-07-16T15:45:00,0.69,0.77
2026-07-16T16:45:00,0.86,1.07
2026-07-16T17:45:00,1.2,1.66
2026-07-16T18:45:00,1.58,1.76
2026-07-16T19:45:00,1.82,
2026-07-16T20:45:00,1.82,
2026-07-16T21:45:00,1.66,
2026-07-16T22:45:00,1.43,
2026-07-16T23:45:00,1.15,
