fecha,altura_astronomica_m,altura_medida_m
2026-07-11T00:45:00,1.1,1.15
2026-07-11T01:45:00,0.95,0.98
2026-07-11T02:45:00,0.78,0.84
2026-07-11T03:45:00,0.62,0.71
2026-07-11T04:45:00,0.49,0.63
2026-07-11T05:45:00,0.4,0.55
2026-07-11T06:45:00,0.39,0.52
2026-07-11T07:45:00,0.49,0.66
2026-07-11T08:45:00,0.67,0.94
2026-07-11T09:45:00,0.89,1.18
2026-07-11T10:45:00,1.07,1.29
2026-07-11T11:45:00,1.16,1.36
2026-07-11T12:45:00,1.16,1.35
2026-07-11T13:45:00,1.09,1.17
2026-07-11T14:45:00,0.98,1.03
2026-07-11T15:45:00,0.87,0.88
2026-07-11T16:45:00,0.75,0.79
2026-07-11T17:45:00,0.65,0.72
2026-07-11T18:45:00,0.61,0.69
2026-07-11T19:45:00,0.66,0.89
2026-07-11T20:45:00,0.79,1.16
2026-07-11T21:45:00,0.98,1.32
2026-07-11T22:45:00,1.16,1.41
2026-07-11T23:45:00,1.26,1.46
