fecha,altura_astronomica_m,altura_medida_m
2026-07-12T00:45:00,1.25,1.43
2026-07-12T01:45:00,1.16,1.32
2026-07-12T02:45:00,1.02,1.16
2026-07-12T03:45:00,0.85,1.04
2026-07-12T04:45:00,0.68,0.86
2026-07-12T05:45:00,0.52,0.78
2026-07-12T06:45:00,0.41,0.73
2026-07-12T07:45:00,0.38,0.77
2026-07-12T08:45:00,0.46,0.96
2026-07-12T09:45:00,0.63,1.15
2026-07-12T10:45:00,0.84,1.32
2026-07-12T11:45:00,1.01,1.42
2026-07-12T12:45:00,1.1,1.48
2026-07-12T13:45:00,1.1,1.42
2026-07-12T14:45:00,1.04,1.29
2026-07-12T15:45:00,0.94,1.15
2026-07-12T16:45:00,0.83,1.0
2026-07-12T17:45:00,0.71,0.91
2026-07-12T18:45:00,0.62,0.83
2026-07-12T19:45:00,0.59,0.8
2026-07-12T20:45:00,0.65,0.82
2026-07-12T21:45:00,0.8,
2026-07-12T22:45:00,1.01,
2026-07-12T23:45:00,1.2,
