fecha,altura_astronomica_m,altura_medida_m
2026-07-10T06:45:00,0.51,0.82
2026-07-10T07:45:00,0.71,1.12
2026-07-10T08:45:00,0.94,1.29
2026-07-10T09:45:00,1.13,1.37
2026-07-10T10:45:00,1.23,1.5
2026-07-10T11:45:00,1.23,1.49
2026-07-10T12:45:00,1.15,1.35
2026-07-10T13:45:00,1.03,1.2
2026-07-10T14:45:00,0.9,1.08
2026-07-10T15:45:00,0.78,0.97
2026-07-10T16:45:00,0.68,0.96
2026-07-10T17:45:00,0.63,0.84
2026-07-10T18:45:00,0.66,0.88
2026-07-10T19:45:00,0.78,
2026-07-10T20:45:00,0.95,
2026-07-10T21:45:00,1.11,
2026-07-10T22:45:00,1.2,
2026-07-10T23:45:00,1.19,
