fecha,altura_astronomica_m,altura_medida_m
2026-07-03T00:45:00,0.62,
2026-07-03T01:45:00,0.77,
2026-07-03T02:45:00,0.96,
2026-07-03T03:45:00,1.14,
2026-07-03T04:45:00,1.25,
2026-07-03T05:45:00,1.28,
2026-07-03T06:45:00,1.23,
2026-07-03T07:45:00,1.14,
2026-07-03T08:45:00,1.03,
2026-07-03T09:45:00,0.89,
2026-07-03T10:45:00,0.75,1.07
2026-07-03T11:45:00,0.64,0.99
2026-07-03T12:45:00,0.58,0.96
2026-07-03T13:45:00,0.62,0.95
2026-07-03T14:45:00,0.72,1.0
2026-07-03T15:45:00,0.85,1.06
2026-07-03T16:45:00,0.93,1.09
2026-07-03T17:45:00,0.95,1.1
2026-07-03T18:45:00,0.91,1.07
2026-07-03T19:45:00,0.83,
2026-07-03T20:45:00,0.74,0.92
2026-07-03T21:45:00,0.66,0.82
2026-07-03T22:45:00,0.58,0.74
2026-07-03T23:45:00,0.54,0.68
