fecha,altura_astronomica_m,altura_medida_m
2026-07-13T00:45:00,1.31,1.31
2026-07-13T01:45:00,1.32,1.35
2026-07-13T02:45:00,1.24,1.18
2026-07-13T03:45:00,1.11,0.97
2026-07-13T04:45:00,0.93,0.84
2026-07-13T05:45:00,0.75,0.7
2026-07-13T06:45:00,0.56,0.58
2026-07-13T07:45:00,0.42,0.51
2026-07-13T08:45:00,0.37,0.5
2026-07-13T09:45:00,0.44,0.4
2026-07-13T10:45:00,0.6,0.5
2026-07-13T11:45:00,0.79,0.74
2026-07-13T12:45:00,0.96,0.84
2026-07-13T13:45:00,1.04,0.89
2026-07-13T14:45:00,1.05,0.86
2026-07-13T15:45:00,0.99,0.78
2026-07-13T16:45:00,0.9,0.64
2026-07-13T17:45:00,0.79,0.53
2026-07-13T18:45:00,0.67,0.46
2026-07-13T19:45:00,0.58,0.39
2026-07-13T20:45:00,0.55,0.36
2026-07-13T21:45:00,0.62,0.32
2026-07-13T22:45:00,0.79,0.35
2026-07-13T23:45:00,1.02,0.59
