fecha,altura_astronomica_m,altura_medida_m
2026-07-04T00:45:00,0.55,0.62
2026-07-04T01:45:00,0.65,0.69
2026-07-04T02:45:00,0.83,0.98
2026-07-04T03:45:00,1.04,1.14
2026-07-04T04:45:00,1.21,1.28
2026-07-04T05:45:00,1.3,1.34
2026-07-04T06:45:00,1.3,1.3
2026-07-04T07:45:00,1.23,1.31
2026-07-04T08:45:00,1.11,1.16
2026-07-04T09:45:00,0.98,1.02
2026-07-04T10:45:00,0.84,0.89
2026-07-04T11:45:00,0.7,0.78
2026-07-04T12:45:00,0.61,0.69
2026-07-04T13:45:00,0.59,0.66
2026-07-04T14:45:00,0.65,0.72
2026-07-04T15:45:00,0.78,0.91
2026-07-04T16:45:00,0.9,1.0
2026-07-04T17:45:00,0.97,1.07
2026-07-04T18:45:00,0.96,1.11
2026-07-04T19:45:00,0.89,1.09
2026-07-04T20:45:00,0.79,0.98
2026-07-04T21:45:00,0.68,0.84
2026-07-04T22:45:00,0.59,
2026-07-04T23:45:00,0.52,0.7
