fecha,altura_astronomica_m,altura_medida_m
2026-06-30T00:45:00,0.91,
2026-06-30T01:45:00,1.05,
2026-06-30T02:45:00,1.15,
2026-06-30T03:45:00,1.19,1.79
2026-06-30T04:45:00,1.18,1.75
2026-06-30T05:45:00,1.13,1.68
2026-06-30T06:45:00,1.04,1.55
2026-06-30T07:45:00,0.9,1.42
2026-06-30T08:45:00,0.75,1.3
2026-06-30T09:45:00,0.62,1.15
2026-06-30T10:45:00,0.56,1.04
2026-06-30T11:45:00,0.59,0.98
2026-06-30T12:45:00,0.69,0.95
2026-06-30T13:45:00,0.8,0.91
2026-06-30T14:45:00,0.89,0.86
2026-06-30T15:45:00,0.93,0.82
2026-06-30T16:45:00,0.93,0.76
2026-06-30T17:45:00,0.91,0.72
2026-06-30T18:45:00,0.86,0.62
2026-06-30T19:45:00,0.79,0.57
2026-06-30T20:45:00,0.7,0.52
2026-06-30T21:45:00,0.62,0.48
2026-06-30T22:45:00,0.6,0.42
2026-06-30T23:45:00,0.67,0.43
