fecha,altura_astronomica_m,altura_medida_m
2026-07-01T00:45:00,0.81,0.59
2026-07-01T01:45:00,0.98,0.8
2026-07-01T02:45:00,1.12,1.0
2026-07-01T03:45:00,1.19,1.08
2026-07-01T04:45:00,1.21,1.16
2026-07-01T05:45:00,1.17,1.21
2026-07-01T06:45:00,1.1,1.22
2026-07-01T07:45:00,1.0,1.12
2026-07-01T08:45:00,0.86,1.04
2026-07-01T09:45:00,0.71,0.99
2026-07-01T10:45:00,0.61,1.02
2026-07-01T11:45:00,0.58,1.08
2026-07-01T12:45:00,0.63,1.21
2026-07-01T13:45:00,0.74,1.39
2026-07-01T14:45:00,0.85,1.55
2026-07-01T15:45:00,0.91,1.68
2026-07-01T16:45:00,0.93,1.79
2026-07-01T17:45:00,0.9,1.83
2026-07-01T18:45:00,0.85,1.96
2026-07-01T19:45:00,0.79,2.03
2026-07-01T20:45:00,0.72,2.08
2026-07-01T21:45:00,0.64,2.19
2026-07-01T22:45:00,0.59,2.22
2026-07-01T23:45:00,0.61,2.31
