fecha,altura_astronomica_m,altura_medida_m
2026-07-08T07:45:00,0.51,0.35
2026-07-08T08:45:00,0.51,0.33
2026-07-08T09:45:00,0.55,0.3
2026-07-08T10:45:00,0.65,0.29
2026-07-08T11:45:00,0.82,0.35
2026-07-08T12:45:00,0.96,0.42
2026-07-08T13:45:00,1.09,0.55
2026-07-08T14:45:00,1.15,0.62
2026-07-08T15:45:00,1.15,0.69
2026-07-08T16:45:00,1.08,0.71
2026-07-08T17:45:00,0.97,
2026-07-08T18:45:00,0.86,0.64
2026-07-08T19:45:00,0.76,
2026-07-08T20:45:00,0.71,
2026-07-08T21:45:00,0.7,
2026-07-08T22:45:00,0.74,
2026-07-08T23:45:00,0.84,
