fecha,altura_astronomica_m,altura_medida_m
2026-07-15T06:45:00,1.17,1.31
2026-07-15T07:45:00,1.3,1.41
2026-07-15T08:45:00,1.35,1.37
2026-07-15T09:45:00,1.34,1.27
2026-07-15T10:45:00,1.23,1.11
2026-07-15T11:45:00,1.09,1.0
2026-07-15T12:45:00,0.93,0.92
2026-07-15T13:45:00,0.81,0.84
2026-07-15T14:45:00,0.72,0.78
2026-07-15T15:45:00,0.64,0.72
2026-07-15T16:45:00,0.61,0.68
2026-07-15T17:45:00,0.68,0.65
2026-07-15T18:45:00,0.74,0.69
2026-07-15T19:45:00,0.84,
2026-07-15T20:45:00,0.88,
2026-07-15T21:45:00,0.92,
2026-07-15T22:45:00,0.9,
2026-07-15T23:45:00,0.83,
