fecha,altura_astronomica_m,altura_medida_m
2026-07-10T06:45:00,0.71,1.09
2026-07-10T07:45:00,0.63,1.0
2026-07-10T08:45:00,0.55,0.93
2026-07-10T09:45:00,0.52,0.88
2026-07-10T10:45:00,0.53,0.85
2026-07-10T11:45:00,0.57,0.92
2026-07-10T12:45:00,0.68,1.06
2026-07-10T13:45:00,0.82,1.25
2026-07-10T14:45:00,0.93,1.4
2026-07-10T15:45:00,1.04,1.48
2026-07-10T16:45:00,1.07,1.45
2026-07-10T17:45:00,1.06,
2026-07-10T18:45:00,0.97,
2026-07-10T19:45:00,0.9,
2026-07-10T20:45:00,0.82,
2026-07-10T21:45:00,0.76,
2026-07-10T22:45:00,0.75,
2026-07-10T23:45:00,0.77,
