fecha,altura_astronomica_m,altura_medida_m
2026-07-14T00:45:00,0.74,0.59
2026-07-14T01:45:00,0.74,0.55
2026-07-14T02:45:00,0.76,0.51
2026-07-14T03:45:00,0.86,0.49
2026-07-14T04:45:00,1.02,0.54
2026-07-14T05:45:00,1.16,0.6
2026-07-14T06:45:00,1.27,0.64
2026-07-14T07:45:00,1.29,0.64
2026-07-14T08:45:00,1.27,0.62
2026-07-14T09:45:00,1.17,0.6
2026-07-14T10:45:00,1.04,0.53
2026-07-14T11:45:00,0.88,0.49
2026-07-14T12:45:00,0.77,0.45
2026-07-14T13:45:00,0.69,0.41
2026-07-14T14:45:00,0.62,0.37
2026-07-14T15:45:00,0.59,0.33
2026-07-14T16:45:00,0.66,0.31
2026-07-14T17:45:00,0.74,0.34
2026-07-14T18:45:00,0.84,0.39
2026-07-14T19:45:00,0.89,0.47
2026-07-14T20:45:00,0.93,0.55
2026-07-14T21:45:00,0.92,0.61
2026-07-14T22:45:00,0.87,0.64
2026-07-14T23:45:00,0.8,0.64
