fecha,altura_astronomica_m,altura_medida_m
2026-07-16T07:45:00,1.16,1.2
2026-07-16T08:45:00,1.31,1.32
2026-07-16T09:45:00,1.38,1.35
2026-07-16T10:45:00,1.38,1.27
2026-07-16T11:45:00,1.26,1.15
2026-07-16T12:45:00,1.13,1.02
2026-07-16T13:45:00,0.97,0.92
2026-07-16T14:45:00,0.85,0.85
2026-07-16T15:45:00,0.75,0.78
2026-07-16T16:45:00,0.66,0.73
2026-07-16T17:45:00,0.64,0.66
2026-07-16T18:45:00,0.69,0.66
2026-07-16T19:45:00,0.75,
2026-07-16T20:45:00,0.84,
2026-07-16T21:45:00,0.88,
2026-07-16T22:45:00,0.91,
2026-07-16T23:45:00,0.86,
