fecha,altura_astronomica_m,altura_medida_m
2026-06-30T00:45:00,0.75,
2026-06-30T01:45:00,0.68,
2026-06-30T02:45:00,0.64,
2026-06-30T03:45:00,0.62,
2026-06-30T04:45:00,0.66,
2026-06-30T05:45:00,0.72,
2026-06-30T06:45:00,0.83,
2026-06-30T07:45:00,0.95,
2026-06-30T08:45:00,1.02,
2026-06-30T09:45:00,1.05,
2026-06-30T10:45:00,1.02,
2026-06-30T11:45:00,0.98,
2026-06-30T12:45:00,0.89,
2026-06-30T13:45:00,0.8,
2026-06-30T14:45:00,0.73,
2026-06-30T15:45:00,0.67,
2026-06-30T16:45:00,0.64,
2026-06-30T17:45:00,0.65,
2026-06-30T18:45:00,0.67,
2026-06-30T19:45:00,0.77,
2026-06-30T20:45:00,0.83,
2026-06-30T21:45:00,0.88,
2026-06-30T22:45:00,0.88,
2026-06-30T23:45:00,0.87,
