fecha,altura,altura_maxima,periodo,direccion
2026-09-04T00:00:00,1.76,2.99,7.12,194
2026-09-04T00:30:00,1.7,3.01,6.83,196
2026-09-04T01:00:00,1.58,2.6,8.19,191
2026-09-04T01:30:00,1.58,2.9,8.19,182
2026-09-04T02:00:00,1.56,2.66,8.62,179
2026-09-04T02:30:00,1.48,2.51,7.12,193
2026-09-04T03:00:00,1.48,2.48,8.19,181
2026-09-04T03:30:00,1.41,2.37,8.19,178
2026-09-04T04:00:00,1.47,2.47,7.8,186
2026-09-04T04:30:00,1.33,2.41,7.8,185
2026-09-04T05:00:00,1.34,2.0,7.8,186
2026-09-04T05:30:00,1.32,2.15,7.45,188
2026-09-04T06:00:00,1.32,2.38,7.12,191
2026-09-04T06:30:00,1.26,1.89,7.45,187
2026-09-04T07:00:00,1.29,1.97,7.12,200
2026-09-04T07:30:00,1.25,1.94,7.45,194
2026-09-04T08:00:00,1.31,2.06,7.12,192
2026-09-04T08:30:00,1.16,2.02,7.12,194
2026-09-04T09:00:00,1.28,2.09,7.12,194
2026-09-04T09:30:00,1.3,2.19,7.12,192
2026-09-04T10:00:00,1.19,2.07,7.12,197
2026-09-04T10:30:00,1.23,2.26,6.83,198
2026-09-04T11:00:00,1.18,1.97,6.83,193
2026-09-04T11:30:00,1.12,1.91,6.83,197
2026-09-04T12:00:00,1.17,2.13,6.55,196
2026-09-04T12:30:00,1.33,2.83,7.12,192
2026-09-04T13:00:00,1.36,2.23,6.55,198
