fecha,altura,altura_maxima,periodo,direccion
2026-08-29T00:00:00,0.59,0.92,9.64,127
2026-08-29T00:30:00,0.57,0.95,9.64,126
2026-08-29T01:00:00,0.6,1.01,9.64,130
2026-08-29T01:30:00,0.59,0.91,9.64,117
2026-08-29T02:00:00,0.56,0.87,9.64,122
2026-08-29T02:30:00,0.6,0.98,9.1,121
2026-08-29T03:00:00,0.61,1.0,8.62,122
2026-08-29T03:30:00,0.62,1.21,10.24,131
2026-08-29T04:00:00,0.61,0.95,9.64,128
2026-08-29T04:30:00,0.56,0.9,8.62,121
2026-08-29T05:00:00,0.61,1.0,10.24,128
2026-08-29T05:30:00,0.61,0.97,9.1,124
2026-08-29T06:00:00,0.6,1.03,10.24,132
2026-08-29T06:30:00,0.63,1.14,10.92,134
2026-08-29T07:00:00,0.61,0.96,10.24,132
2026-08-29T07:30:00,0.6,0.89,10.24,132
2026-08-29T08:00:00,0.61,1.2,10.24,129
2026-08-29T08:30:00,0.58,0.92,9.64,128
2026-08-29T09:00:00,0.63,1.22,10.92,132
2026-08-29T09:30:00,0.6,1.12,10.24,133
2026-08-29T10:00:00,0.6,0.92,9.64,130
2026-08-29T10:30:00,0.6,0.87,10.24,134
2026-08-29T11:00:00,0.6,0.82,10.24,133
2026-08-29T11:30:00,0.6,1.0,10.24,130
2026-08-29T12:00:00,0.56,0.9,10.24,129
2026-08-29T12:30:00,0.54,0.77,10.92,133
2026-08-29T13:00:00,0.57,1.02,10.92,131
2026-08-29T13:30:00,0.59,0.89,10.92,127
2026-08-29T14:30:00,0.63,1.1,10.92,131
2026-08-29T15:00:00,0.68,1.1,10.92,126
2026-08-29T15:30:00,0.7,1.14,10.92,127
2026-08-29T16:00:00,0.66,1.11,10.24,124
2026-08-29T16:30:00,0.62,0.95,9.1,119
2026-08-29T17:00:00,0.61,0.96,10.92,125
2026-08-29T17:30:00,0.67,1.19,10.24,125
2026-08-29T18:00:00,0.65,1.16,10.24,121
2026-08-29T18:30:00,0.71,1.3,10.24,122
2026-08-29T19:00:00,0.68,0.98,10.92,127
2026-08-29T20:00:00,0.65,1.07,10.24,121
2026-08-29T20:30:00,0.66,1.12,9.64,125
2026-08-29T21:00:00,0.56,0.81,9.64,118
2026-08-29T21:30:00,0.61,1.03,10.24,121
2026-08-29T22:00:00,0.57,0.9,8.62,118
2026-08-29T22:30:00,0.64,1.09,9.64,126
2026-08-29T23:00:00,0.72,1.07,9.64,131
2026-08-29T23:30:00,0.62,0.93,10.92,132
