fecha,altura,altura_maxima,periodo,direccion
2026-08-24T00:00:00,2.34,3.75,12.6,160
2026-08-24T00:30:00,2.34,3.51,12.6,161
2026-08-24T01:00:00,2.27,3.3,10.92,162
2026-08-24T01:30:00,2.41,3.51,12.6,163
2026-08-24T02:00:00,2.23,4.16,11.7,161
2026-08-24T02:30:00,2.17,3.69,9.64,158
2026-08-24T03:00:00,2.26,3.19,12.6,162
2026-08-24T04:00:00,2.34,3.54,11.7,163
2026-08-24T04:30:00,2.18,3.3,12.6,161
2026-08-24T05:00:00,2.03,3.24,10.92,155
2026-08-24T05:30:00,2.2,3.55,12.6,160
2026-08-24T06:00:00,1.95,2.74,11.7,160
2026-08-24T06:30:00,2.08,3.09,11.7,161
2026-08-24T07:00:00,1.78,2.4,11.7,161
2026-08-24T07:30:00,2.0,3.43,10.92,162
2026-08-24T08:00:00,2.14,3.39,11.7,160
2026-08-24T08:30:00,2.07,2.91,11.7,160
2026-08-24T09:00:00,1.86,2.86,11.7,155
2026-08-24T09:30:00,1.89,3.24,10.92,158
2026-08-24T10:00:00,1.8,2.64,11.7,156
2026-08-24T10:30:00,1.97,3.18,11.7,157
2026-08-24T11:00:00,2.03,2.71,10.92,156
2026-08-24T11:30:00,1.94,2.95,11.7,154
2026-08-24T12:00:00,1.96,2.91,11.7,157
2026-08-24T12:30:00,1.85,3.33,10.92,155
2026-08-24T13:00:00,1.65,2.54,10.92,150
2026-08-24T13:30:00,1.99,3.64,10.92,155
2026-08-24T14:00:00,1.96,2.99,11.7,154
2026-08-24T14:30:00,1.88,2.78,11.7,157
2026-08-24T15:00:00,1.87,3.06,10.92,160
2026-08-24T15:30:00,1.86,2.84,10.92,157
2026-08-24T16:00:00,1.93,3.08,10.92,155
2026-08-24T16:30:00,1.82,2.85,10.92,160
2026-08-24T17:00:00,1.77,2.85,11.7,161
2026-08-24T17:30:00,1.68,2.67,10.24,159
2026-08-24T18:00:00,1.56,2.57,11.7,153
2026-08-24T18:30:00,1.5,2.65,10.92,159
2026-08-24T19:00:00,1.54,2.52,10.92,153
2026-08-24T19:30:00,1.53,2.44,10.92,156
2026-08-24T20:00:00,1.42,2.51,11.7,155
2026-08-24T20:30:00,1.55,2.46,10.92,151
2026-08-24T21:00:00,1.52,2.5,11.7,155
2026-08-24T21:30:00,1.43,2.18,10.24,148
2026-08-24T22:00:00,1.39,2.23,10.92,151
2026-08-24T22:30:00,1.38,2.36,10.92,153
2026-08-24T23:00:00,1.39,2.14,10.92,150
2026-08-24T23:30:00,1.34,2.37,10.92,150
