fecha,altura,altura_maxima,periodo,direccion
2026-08-19T00:00:00,0.71,1.18,7.8,170
2026-08-19T00:30:00,0.72,1.22,8.19,152
2026-08-19T01:00:00,0.71,1.16,7.12,180
2026-08-19T01:30:00,0.66,1.09,7.8,150
2026-08-19T02:00:00,0.69,1.11,7.45,178
2026-08-19T02:30:00,0.67,1.13,7.12,184
2026-08-19T03:00:00,0.66,1.12,7.45,179
2026-08-19T03:30:00,0.66,1.09,7.45,162
2026-08-19T04:00:00,0.65,1.17,7.12,183
2026-08-19T04:30:00,0.63,1.05,6.55,188
2026-08-19T05:00:00,0.64,0.95,7.45,169
2026-08-19T05:30:00,0.63,0.97,7.12,181
2026-08-19T06:00:00,0.62,0.86,9.64,125
2026-08-19T06:30:00,0.66,1.09,7.12,177
2026-08-19T07:00:00,0.65,1.04,6.3,188
2026-08-19T07:30:00,0.65,1.1,6.3,197
2026-08-19T08:00:00,0.72,1.1,9.64,136
2026-08-19T08:30:00,0.68,1.06,9.64,127
2026-08-19T09:00:00,0.7,1.14,9.64,127
2026-08-19T09:30:00,0.66,1.13,9.64,128
2026-08-19T10:00:00,0.65,1.08,9.1,128
2026-08-19T10:30:00,0.61,1.08,9.1,133
2026-08-19T11:00:00,0.61,0.98,9.64,131
2026-08-19T11:30:00,0.58,1.05,9.1,138
2026-08-19T12:00:00,0.58,0.93,8.62,145
2026-08-19T12:30:00,0.56,0.91,9.1,137
2026-08-19T13:00:00,0.56,0.91,8.62,135
2026-08-19T13:30:00,0.58,0.96,9.1,137
2026-08-19T14:00:00,0.55,0.85,8.62,130
2026-08-19T14:30:00,0.55,0.89,8.62,134
2026-08-19T15:00:00,0.54,0.85,9.1,131
2026-08-19T15:30:00,0.53,0.88,8.62,134
2026-08-19T16:00:00,0.5,0.81,8.62,135
2026-08-19T16:30:00,0.53,0.8,8.62,130
2026-08-19T17:00:00,0.47,0.68,8.62,132
2026-08-19T17:30:00,0.5,0.85,8.19,130
2026-08-19T18:00:00,0.51,0.74,9.1,121
2026-08-19T18:30:00,0.48,0.87,8.19,133
2026-08-19T19:00:00,0.48,0.77,9.1,125
2026-08-19T19:30:00,0.5,0.76,8.62,121
2026-08-19T20:00:00,0.49,0.77,9.1,121
2026-08-19T20:30:00,0.47,0.79,8.62,126
2026-08-19T21:00:00,0.46,0.74,9.1,119
2026-08-19T21:30:00,0.49,0.7,9.1,119
2026-08-19T22:00:00,0.47,0.81,9.1,120
2026-08-19T22:30:00,0.44,0.66,9.64,124
2026-08-19T23:00:00,0.43,0.76,9.1,120
2026-08-19T23:30:00,0.43,0.71,9.64,124
