fecha,altura,altura_maxima,periodo,direccion
2026-09-08T00:00:00,0.65,1.12,10.24,155
2026-09-08T00:30:00,0.66,1.29,9.1,157
2026-09-08T01:00:00,0.63,1.19,10.92,155
2026-09-08T01:30:00,0.66,1.09,9.64,155
2026-09-08T02:00:00,0.67,1.13,9.64,155
2026-09-08T02:30:00,0.63,1.25,9.64,144
2026-09-08T03:00:00,0.64,1.06,10.24,152
2026-09-08T03:30:00,0.68,1.05,9.64,154
2026-09-08T04:00:00,0.64,1.26,9.64,153
2026-09-08T04:30:00,0.59,0.91,9.64,150
2026-09-08T05:00:00,0.62,1.04,10.24,158
2026-09-08T05:30:00,0.62,1.21,10.24,159
2026-09-08T06:00:00,0.63,0.97,10.24,157
2026-09-08T06:30:00,0.59,0.94,10.24,158
2026-09-08T07:00:00,0.57,0.88,10.92,153
2026-09-08T08:30:00,0.58,0.9,10.24,149
2026-09-08T09:30:00,0.58,0.92,10.24,150
2026-09-08T10:00:00,0.61,0.98,10.24,158
2026-09-08T10:30:00,0.6,1.05,11.7,155
2026-09-08T11:00:00,0.65,1.07,10.24,153
2026-09-08T12:30:00,0.62,1.03,10.92,157
2026-09-08T13:00:00,0.61,1.03,10.92,161
2026-09-08T14:00:00,0.63,1.05,11.7,165
2026-09-08T14:30:00,0.61,0.96,11.7,158
2026-09-08T15:00:00,0.59,1.06,11.7,160
2026-09-08T16:00:00,0.59,1.01,11.7,158
2026-09-08T16:30:00,0.57,0.99,11.7,154
2026-09-08T17:00:00,0.59,0.95,12.6,157
2026-09-08T17:30:00,0.56,0.85,10.92,156
2026-09-08T18:00:00,0.54,0.9,11.7,155
2026-09-08T18:30:00,0.54,0.88,11.7,160
2026-09-08T19:00:00,0.53,0.85,11.7,162
2026-09-08T19:30:00,0.53,0.87,11.7,164
2026-09-08T20:00:00,0.56,1.03,10.92,157
2026-09-08T20:30:00,0.5,0.88,11.7,165
2026-09-08T21:00:00,0.49,0.77,11.7,164
2026-09-08T21:30:00,0.51,0.81,10.92,156
2026-09-08T22:00:00,0.54,0.84,11.7,160
2026-09-08T22:30:00,0.52,0.86,11.7,158
2026-09-08T23:00:00,0.51,0.96,10.92,156
2026-09-08T23:30:00,0.52,0.88,10.92,159
