fecha,altura,altura_maxima,periodo,direccion
2026-08-21T00:00:00,2.38,3.7,7.8,185
2026-08-21T00:30:00,2.16,3.42,7.8,188
2026-08-21T01:00:00,2.49,4.01,7.8,191
2026-08-21T01:30:00,2.39,3.92,8.62,186
2026-08-21T02:00:00,2.34,3.52,8.62,184
2026-08-21T02:30:00,2.33,3.6,8.62,189
2026-08-21T03:00:00,2.46,3.84,8.62,189
2026-08-21T03:30:00,2.43,4.0,9.1,185
2026-08-21T04:00:00,2.49,3.74,9.1,185
2026-08-21T04:30:00,2.37,3.87,8.19,193
2026-08-21T05:00:00,2.24,3.93,8.62,190
2026-08-21T05:30:00,2.44,3.98,8.62,188
2026-08-21T06:00:00,2.5,4.32,9.1,185
2026-08-21T06:30:00,2.35,4.05,8.62,191
2026-08-21T07:00:00,2.46,4.56,9.1,189
2026-08-21T07:30:00,2.51,3.9,8.62,186
2026-08-21T08:00:00,2.39,3.97,8.19,192
2026-08-21T08:30:00,2.7,4.1,9.1,184
2026-08-21T09:00:00,2.5,3.9,8.62,186
2026-08-21T09:30:00,2.65,3.73,9.1,187
2026-08-21T10:00:00,2.72,5.15,8.19,189
2026-08-21T10:30:00,2.64,4.14,9.1,183
2026-08-21T11:00:00,2.8,4.63,9.1,181
2026-08-21T11:30:00,2.77,4.03,9.64,179
