fecha,altura,altura_maxima,periodo,direccion
2026-08-26T00:00:00,2.06,3.22,14.89,148
2026-08-26T00:30:00,1.79,3.17,14.89,142
2026-08-26T01:00:00,1.87,3.0,14.89,146
2026-08-26T01:30:00,2.11,3.38,13.65,143
2026-08-26T02:00:00,2.26,3.46,14.89,146
2026-08-26T02:30:00,2.09,3.39,14.89,139
2026-08-26T03:00:00,1.97,2.81,14.89,144
2026-08-26T03:30:00,2.11,2.98,14.89,145
2026-08-26T04:00:00,2.27,3.45,14.89,144
2026-08-26T04:30:00,1.98,3.18,14.89,149
2026-08-26T05:00:00,1.89,2.99,16.38,145
2026-08-26T05:30:00,2.13,3.04,14.89,144
2026-08-26T06:00:00,1.86,3.03,14.89,146
2026-08-26T06:30:00,2.05,3.2,16.38,147
2026-08-26T07:00:00,2.17,3.66,14.89,149
2026-08-26T07:30:00,2.14,3.4,14.89,147
2026-08-26T08:00:00,2.01,2.93,14.89,147
2026-08-26T08:30:00,2.01,3.18,14.89,145
2026-08-26T09:00:00,2.22,4.09,14.89,146
2026-08-26T09:30:00,2.11,3.18,14.89,148
2026-08-26T10:00:00,2.13,3.45,14.89,149
2026-08-26T10:30:00,1.97,3.26,13.65,146
2026-08-26T11:00:00,1.9,2.96,14.89,147
2026-08-26T11:30:00,1.94,2.93,14.89,143
2026-08-26T12:00:00,1.89,2.66,13.65,141
2026-08-26T12:30:00,2.08,3.36,14.89,144
2026-08-26T13:00:00,1.95,2.93,14.89,143
