fecha,altura,altura_maxima,periodo,direccion
2026-08-20T00:00:00,0.44,0.67,8.62,125
2026-08-20T00:30:00,0.43,0.73,13.65,152
2026-08-20T01:00:00,0.41,0.68,13.65,156
2026-08-20T01:30:00,0.45,0.7,13.65,147
2026-08-20T02:00:00,0.44,0.7,8.19,126
2026-08-20T02:30:00,0.46,0.81,13.65,152
2026-08-20T03:00:00,0.47,0.69,13.65,153
2026-08-20T03:30:00,0.51,0.73,13.65,154
2026-08-20T04:00:00,0.5,0.84,9.1,123
2026-08-20T04:30:00,0.51,0.78,13.65,150
2026-08-20T05:00:00,0.56,0.79,13.65,148
2026-08-20T05:30:00,0.57,0.86,13.65,161
2026-08-20T06:00:00,0.6,0.9,13.65,145
2026-08-20T06:30:00,0.66,0.9,13.65,145
2026-08-20T07:00:00,0.79,1.21,3.09,239
2026-08-20T07:30:00,0.86,1.36,3.72,241
2026-08-20T08:30:00,1.17,2.11,4.96,237
2026-08-20T09:00:00,1.17,1.8,4.82,230
2026-08-20T09:30:00,1.24,2.18,5.12,231
2026-08-20T10:00:00,1.18,1.9,4.82,234
2026-08-20T10:30:00,1.15,1.99,5.29,227
2026-08-20T11:00:00,1.16,2.06,4.82,223
2026-08-20T11:30:00,1.29,2.2,4.68,220
2026-08-20T12:00:00,1.45,2.99,5.12,209
2026-08-20T12:30:00,1.38,2.26,4.96,207
2026-08-20T13:00:00,1.69,2.58,4.96,203
2026-08-20T13:30:00,1.84,3.0,5.46,199
2026-08-20T14:00:00,1.95,3.13,5.85,196
2026-08-20T14:30:00,2.07,3.4,6.3,194
2026-08-20T15:00:00,1.99,3.21,6.55,180
2026-08-20T15:30:00,2.3,3.81,6.55,182
2026-08-20T16:00:00,2.3,3.68,6.3,188
2026-08-20T16:30:00,2.47,3.9,6.83,186
2026-08-20T17:00:00,2.22,3.76,6.83,182
2026-08-20T17:30:00,2.26,4.03,6.83,186
2026-08-20T18:00:00,2.43,3.99,6.83,187
2026-08-20T18:30:00,2.27,3.61,7.12,185
2026-08-20T19:00:00,2.27,3.55,7.12,185
2026-08-20T19:30:00,2.25,3.85,7.8,185
2026-08-20T20:00:00,2.34,3.84,7.12,178
2026-08-20T20:30:00,2.34,3.99,7.45,193
2026-08-20T21:00:00,2.46,4.01,7.45,187
2026-08-20T21:30:00,2.45,4.06,7.45,196
2026-08-20T22:00:00,2.39,4.06,7.8,192
2026-08-20T22:30:00,2.48,3.55,7.8,186
2026-08-20T23:00:00,2.64,4.13,8.19,189
2026-08-20T23:30:00,2.63,4.15,7.8,186
