fecha,altura,altura_maxima,periodo,direccion
2026-08-16T00:00:00,0.88,1.32,9.64,141
2026-08-16T00:30:00,0.91,1.39,9.64,136
2026-08-16T01:00:00,0.85,1.45,6.07,101
2026-08-16T02:00:00,0.87,1.19,9.64,143
2026-08-16T02:30:00,0.79,1.52,9.64,134
2026-08-16T03:00:00,0.76,1.12,9.64,143
2026-08-16T04:00:00,0.77,1.22,9.64,140
2026-08-16T04:30:00,0.72,1.12,6.3,109
2026-08-16T05:00:00,0.72,0.97,7.45,119
2026-08-16T05:30:00,0.75,1.18,7.12,110
2026-08-16T06:00:00,0.72,1.05,6.83,113
2026-08-16T06:30:00,0.73,1.12,9.64,142
2026-08-16T07:00:00,0.77,1.13,7.45,118
2026-08-16T07:30:00,0.77,1.14,7.45,115
2026-08-16T08:00:00,0.76,1.2,7.12,117
2026-08-16T08:30:00,0.78,1.41,7.45,120
2026-08-16T09:00:00,0.79,1.47,7.8,123
2026-08-16T09:30:00,0.82,1.38,8.19,135
2026-08-16T10:00:00,0.87,1.48,8.19,127
2026-08-16T10:30:00,0.85,1.26,8.19,130
2026-08-16T11:00:00,0.87,1.51,7.8,117
2026-08-16T11:30:00,0.85,1.7,7.45,111
2026-08-16T12:00:00,0.91,1.51,7.8,118
2026-08-16T12:30:00,0.85,1.3,7.8,117
2026-08-16T13:00:00,0.94,1.37,8.62,121
2026-08-16T13:30:00,0.91,1.67,7.8,112
2026-08-16T14:00:00,0.94,1.63,8.19,122
2026-08-16T14:30:00,0.97,1.95,8.19,122
2026-08-16T15:00:00,0.99,1.75,8.62,129
2026-08-16T15:30:00,0.95,1.57,8.19,123
2026-08-16T16:00:00,0.94,1.58,8.19,121
2026-08-16T16:30:00,0.9,1.55,8.19,120
2026-08-16T17:00:00,0.88,1.27,9.1,128
2026-08-16T17:30:00,0.89,1.56,8.19,124
2026-08-16T18:00:00,0.89,1.43,8.62,131
2026-08-16T18:30:00,0.96,1.52,9.1,132
2026-08-16T19:00:00,0.92,1.48,8.19,130
2026-08-16T19:30:00,0.98,1.53,8.62,137
2026-08-16T20:00:00,1.03,1.7,8.62,129
2026-08-16T20:30:00,1.06,1.51,9.1,129
2026-08-16T21:00:00,1.11,1.79,8.62,127
2026-08-16T21:30:00,1.05,1.81,9.1,126
2026-08-16T22:00:00,1.05,1.63,8.62,130
2026-08-16T22:30:00,1.14,1.9,4.96,216
2026-08-16T23:00:00,1.16,2.0,5.29,215
2026-08-16T23:30:00,1.09,1.57,5.29,215
