fecha,altura,altura_maxima,periodo,direccion
2026-08-13T08:00:00,1.56,2.28,10.92,151
2026-08-13T08:30:00,1.55,2.64,9.64,151
2026-08-13T09:00:00,1.51,2.65,10.24,152
2026-08-13T09:30:00,1.46,2.21,10.24,148
2026-08-13T10:00:00,1.57,2.22,10.24,149
2026-08-13T10:30:00,1.56,2.41,9.64,151
2026-08-13T11:00:00,1.52,2.63,9.64,149
2026-08-13T11:30:00,1.53,2.27,9.1,153
2026-08-13T12:00:00,1.51,2.22,10.24,152
2026-08-13T12:30:00,1.44,2.09,10.24,149
2026-08-13T13:00:00,1.45,2.77,10.24,157
2026-08-13T13:30:00,1.39,2.71,9.64,148
2026-08-13T14:00:00,1.59,2.25,10.24,152
2026-08-13T14:30:00,1.72,2.82,10.92,148
2026-08-13T15:00:00,1.62,2.66,9.1,153
2026-08-13T15:30:00,1.6,2.41,10.92,150
2026-08-13T16:00:00,1.61,2.45,9.64,152
2026-08-13T16:30:00,1.59,2.59,11.7,152
2026-08-13T17:00:00,1.6,2.29,11.7,155
2026-08-13T17:30:00,1.55,2.95,10.92,151
2026-08-13T18:00:00,1.64,2.48,11.7,154
2026-08-13T18:30:00,1.54,2.13,10.92,150
2026-08-13T19:00:00,1.63,2.7,10.92,152
2026-08-13T19:30:00,1.81,2.63,11.7,154
2026-08-13T20:00:00,1.75,2.69,10.24,152
2026-08-13T20:30:00,1.65,2.36,11.7,150
2026-08-13T21:00:00,1.57,3.05,12.6,157
2026-08-13T21:30:00,1.63,2.4,12.6,151
2026-08-13T22:00:00,1.57,3.4,10.24,153
2026-08-13T22:30:00,1.72,2.84,11.7,154
2026-08-13T23:00:00,1.66,2.63,11.7,157
2026-08-13T23:30:00,1.59,2.43,11.7,158
