fecha,altura,altura_maxima,periodo,direccion
2026-09-22T01:00:00,3.81,7.0,12.6,168
2026-09-22T02:00:00,4.1,6.0,11.7,168
2026-09-22T02:30:00,4.04,5.63,12.6,168
2026-09-22T03:00:00,4.04,6.61,12.6,174
2026-09-22T03:30:00,4.08,6.05,12.6,166
2026-09-22T04:00:00,3.98,5.71,11.7,165
2026-09-22T04:30:00,4.03,7.56,12.6,163
2026-09-22T05:00:00,3.86,6.68,10.92,170
2026-09-22T05:30:00,3.76,5.91,12.6,164
2026-09-22T06:00:00,4.07,6.1,12.6,164
2026-09-22T06:30:00,4.33,6.55,11.7,164
2026-09-22T07:00:00,4.24,5.79,12.6,163
2026-09-22T07:30:00,4.36,7.74,11.7,170
2026-09-22T08:00:00,3.94,6.04,12.6,167
2026-09-22T08:30:00,3.75,5.36,13.65,164
2026-09-22T09:00:00,4.08,6.11,12.6,169
2026-09-22T09:30:00,3.65,5.73,13.65,166
2026-09-22T10:00:00,3.87,5.85,12.6,163
2026-09-22T10:30:00,4.0,7.43,13.65,157
2026-09-22T11:00:00,4.06,7.02,11.7,167
2026-09-22T11:30:00,4.23,6.64,13.65,164
2026-09-22T12:00:00,4.01,6.1,14.89,157
2026-09-22T12:30:00,4.28,5.73,13.65,158
2026-09-22T13:00:00,3.87,6.66,14.89,163
2026-09-22T13:30:00,4.37,5.94,13.65,159
2026-09-22T14:00:00,3.9,5.91,13.65,159
