fecha,altura,altura_maxima,periodo,direccion
2026-09-01T00:30:00,0.47,0.69,9.1,131
2026-09-01T01:00:00,0.55,0.84,9.1,125
2026-09-01T01:30:00,0.54,0.75,9.1,124
2026-09-01T02:30:00,0.53,0.96,8.62,122
2026-09-01T03:00:00,0.55,0.88,9.1,127
2026-09-01T03:30:00,0.49,0.72,9.1,127
2026-09-01T04:00:00,0.48,0.76,9.1,126
2026-09-01T04:30:00,0.48,0.9,9.64,131
2026-09-01T05:00:00,0.47,0.74,8.62,120
2026-09-01T05:30:00,0.47,0.7,8.62,124
2026-09-01T06:00:00,0.44,0.69,8.62,129
2026-09-01T06:30:00,0.45,0.78,9.64,140
2026-09-01T07:00:00,0.47,0.71,8.62,122
2026-09-01T07:30:00,0.42,0.73,8.62,124
2026-09-01T08:00:00,0.45,0.72,8.62,120
2026-09-01T08:30:00,0.44,0.71,9.1,134
2026-09-01T09:00:00,0.47,0.85,8.62,126
2026-09-01T09:30:00,0.48,0.71,9.1,132
2026-09-01T10:00:00,0.49,0.7,8.62,125
2026-09-01T10:30:00,0.49,0.73,9.1,141
2026-09-01T11:00:00,0.57,0.96,9.1,154
2026-09-01T11:30:00,0.62,0.98,8.62,140
2026-09-01T12:00:00,0.6,0.9,8.62,149
2026-09-01T12:30:00,0.61,0.89,8.62,143
2026-09-01T13:00:00,0.61,0.92,7.45,175
2026-09-01T13:30:00,0.72,2.48,8.19,162
