fecha,altura,altura_maxima,periodo,direccion
2026-09-07T00:00:00,1.47,1.97,9.1,159
2026-09-07T00:30:00,1.45,2.17,9.64,151
2026-09-07T01:30:00,1.43,2.08,9.1,158
2026-09-07T02:00:00,1.31,2.46,8.62,164
2026-09-07T02:30:00,1.32,2.12,9.1,159
2026-09-07T03:00:00,1.29,2.31,9.1,160
2026-09-07T03:30:00,1.28,2.4,9.1,154
2026-09-07T04:00:00,1.18,1.67,10.24,148
2026-09-07T04:30:00,1.16,1.85,9.1,150
2026-09-07T05:00:00,1.12,1.78,9.1,154
2026-09-07T05:30:00,1.08,1.71,10.24,148
2026-09-07T06:00:00,1.08,1.71,10.24,154
2026-09-07T06:30:00,0.99,1.42,9.1,162
2026-09-07T07:00:00,1.06,1.75,10.24,147
2026-09-07T07:30:00,1.1,1.86,10.24,144
2026-09-07T08:30:00,1.01,1.99,9.64,154
2026-09-07T09:00:00,1.03,1.97,9.64,142
2026-09-07T09:30:00,1.07,1.68,9.1,148
2026-09-07T10:00:00,0.98,1.42,10.24,148
2026-09-07T10:30:00,0.99,1.69,9.64,151
2026-09-07T11:00:00,1.1,1.72,9.64,150
2026-09-07T11:30:00,1.05,1.95,9.64,157
2026-09-07T12:00:00,1.04,1.73,9.1,155
2026-09-07T12:30:00,1.07,1.52,9.64,146
2026-09-07T13:30:00,1.05,1.67,9.64,149
2026-09-07T14:00:00,1.08,1.75,9.64,153
2026-09-07T14:30:00,1.02,1.44,9.64,155
2026-09-07T15:00:00,1.1,1.53,9.64,150
2026-09-07T15:30:00,1.09,1.7,9.64,149
2026-09-07T16:00:00,1.0,1.37,9.64,155
2026-09-07T16:30:00,1.04,1.57,9.64,156
2026-09-07T17:00:00,1.05,1.66,9.64,157
2026-09-07T17:30:00,0.96,1.56,9.64,159
2026-09-07T18:00:00,0.95,1.81,9.1,160
2026-09-07T18:30:00,1.0,1.36,9.64,156
2026-09-07T19:00:00,0.87,1.44,9.64,159
2026-09-07T19:30:00,0.97,1.52,9.64,160
2026-09-07T20:00:00,0.84,1.35,9.64,159
2026-09-07T20:30:00,0.79,1.22,9.1,156
2026-09-07T21:00:00,0.72,1.1,10.24,157
2026-09-07T21:30:00,0.76,1.17,9.64,152
2026-09-07T22:00:00,0.73,1.17,9.64,159
2026-09-07T22:30:00,0.74,1.26,10.24,157
2026-09-07T23:00:00,0.66,1.11,9.64,152
2026-09-07T23:30:00,0.62,1.05,10.24,157
