fecha,altura,altura_maxima,periodo,direccion
2026-08-31T00:00:00,0.49,0.72,9.64,133
2026-08-31T00:30:00,0.47,0.95,10.24,137
2026-08-31T01:00:00,0.45,0.63,9.64,131
2026-08-31T01:30:00,0.43,0.7,10.24,137
2026-08-31T02:00:00,0.48,0.72,9.64,128
2026-08-31T02:30:00,0.46,0.72,9.1,128
2026-08-31T03:00:00,0.48,0.77,9.64,126
2026-08-31T03:30:00,0.48,0.73,10.24,136
2026-08-31T04:00:00,0.48,0.83,9.64,131
2026-08-31T04:30:00,0.47,0.81,9.64,132
2026-08-31T05:00:00,0.5,0.82,9.64,134
2026-08-31T05:30:00,0.49,0.82,9.1,126
2026-08-31T06:00:00,0.44,0.75,10.24,137
2026-08-31T06:30:00,0.5,0.72,9.64,128
2026-08-31T07:00:00,0.5,0.9,9.1,126
2026-08-31T07:30:00,0.52,1.0,9.64,127
2026-08-31T08:00:00,0.5,0.76,9.1,117
2026-08-31T08:30:00,0.51,0.92,9.1,124
2026-08-31T09:00:00,0.5,0.82,10.24,134
2026-08-31T09:30:00,0.52,0.95,9.64,124
2026-08-31T10:00:00,0.51,0.85,10.24,139
2026-08-31T10:30:00,0.46,0.8,9.1,128
2026-08-31T11:00:00,0.53,0.88,9.64,133
2026-08-31T11:30:00,0.5,0.78,9.64,135
2026-08-31T12:00:00,0.53,0.89,10.24,151
2026-08-31T12:30:00,0.57,0.94,9.64,134
2026-08-31T13:00:00,0.59,0.88,9.1,133
2026-08-31T13:30:00,0.57,0.92,10.92,151
2026-08-31T14:00:00,0.58,0.98,9.1,131
2026-08-31T14:30:00,0.6,0.9,9.1,121
2026-08-31T15:00:00,0.72,1.32,9.1,128
2026-08-31T15:30:00,0.83,1.26,9.64,137
