fecha,altura,altura_maxima,periodo,direccion
2026-08-18T00:00:00,1.37,2.18,7.8,198
2026-08-18T00:30:00,1.35,2.01,7.45,189
2026-08-18T01:00:00,1.35,1.92,7.8,187
2026-08-18T01:30:00,1.36,2.18,7.8,187
2026-08-18T02:00:00,1.35,1.98,7.8,187
2026-08-18T02:30:00,1.3,2.05,6.83,190
2026-08-18T03:00:00,1.36,2.25,8.19,174
2026-08-18T03:30:00,1.39,2.75,7.8,184
2026-08-18T04:00:00,1.31,2.02,7.8,183
2026-08-18T04:30:00,1.37,2.16,7.8,180
2026-08-18T05:00:00,1.29,1.97,7.8,178
2026-08-18T05:30:00,1.28,1.94,7.8,184
2026-08-18T06:00:00,1.36,2.09,7.45,194
2026-08-18T06:30:00,1.39,2.51,6.55,191
2026-08-18T07:00:00,1.47,2.51,7.45,190
2026-08-18T07:30:00,1.29,2.23,6.83,189
2026-08-18T08:00:00,1.39,2.44,7.8,187
2026-08-18T08:30:00,1.37,2.06,7.45,191
2026-08-18T09:00:00,1.3,2.38,7.45,192
2026-08-18T09:30:00,1.33,2.36,7.45,191
2026-08-18T10:00:00,1.36,2.31,7.45,191
2026-08-18T10:30:00,1.4,2.1,7.8,189
2026-08-18T11:00:00,1.25,2.22,8.19,182
2026-08-18T11:30:00,1.21,2.14,7.45,188
2026-08-18T12:00:00,1.18,1.87,8.19,175
2026-08-18T12:30:00,1.17,1.98,8.19,180
2026-08-18T13:00:00,1.13,1.98,8.19,174
2026-08-18T13:30:00,1.11,1.71,7.45,184
2026-08-18T14:00:00,1.1,1.57,7.8,181
2026-08-18T14:30:00,1.07,1.58,8.19,183
2026-08-18T15:00:00,1.06,1.57,8.19,180
2026-08-18T15:30:00,1.0,1.7,8.19,171
2026-08-18T16:00:00,0.98,1.47,8.19,173
2026-08-18T16:30:00,1.01,1.7,7.8,183
2026-08-18T17:00:00,0.94,1.38,7.45,175
2026-08-18T17:30:00,0.93,1.41,7.8,178
2026-08-18T18:00:00,0.95,1.54,7.8,168
2026-08-18T18:30:00,0.9,1.57,7.8,182
2026-08-18T19:00:00,0.88,1.59,7.12,185
2026-08-18T19:30:00,0.91,1.57,7.8,169
2026-08-18T20:00:00,0.89,1.5,7.45,187
2026-08-18T20:30:00,0.84,1.52,7.8,175
2026-08-18T21:00:00,0.85,1.25,7.45,173
2026-08-18T21:30:00,0.82,1.32,7.8,174
2026-08-18T22:00:00,0.82,1.43,7.8,163
2026-08-18T22:30:00,0.78,1.32,7.12,191
2026-08-18T23:00:00,0.78,1.26,7.45,182
2026-08-18T23:30:00,0.71,1.15,7.45,187
