fecha,altura,altura_maxima,periodo,direccion
2026-08-15T00:30:00,0.95,1.5,10.24,149
2026-08-15T01:00:00,0.91,1.47,10.24,151
2026-08-15T01:30:00,0.96,1.49,10.24,149
2026-08-15T02:00:00,0.94,1.46,10.92,153
2026-08-15T02:30:00,0.9,1.24,9.64,151
2026-08-15T03:00:00,0.95,1.37,10.92,151
2026-08-15T03:30:00,0.89,1.35,10.92,147
2026-08-15T04:00:00,0.96,1.35,9.64,152
2026-08-15T04:30:00,0.96,1.52,9.64,145
2026-08-15T05:00:00,0.91,1.58,9.64,151
2026-08-15T05:30:00,0.88,1.22,9.1,146
2026-08-15T06:00:00,0.85,1.49,9.1,148
2026-08-15T06:30:00,0.87,1.28,10.92,147
2026-08-15T07:00:00,0.88,1.43,10.92,145
2026-08-15T07:30:00,0.93,1.73,10.24,151
2026-08-15T08:00:00,0.82,1.58,10.92,148
2026-08-15T08:30:00,0.88,1.29,10.92,149
2026-08-15T09:00:00,0.9,1.55,9.64,147
2026-08-15T09:30:00,0.86,1.34,9.64,149
2026-08-15T10:00:00,0.91,1.42,9.1,149
2026-08-15T10:30:00,0.89,1.48,10.24,140
2026-08-15T11:00:00,0.83,1.34,10.24,139
2026-08-15T11:30:00,0.88,1.38,9.64,143
2026-08-15T12:00:00,0.94,1.42,10.24,142
2026-08-15T12:30:00,0.86,1.34,9.64,148
2026-08-15T13:00:00,0.85,1.43,10.24,147
2026-08-15T13:30:00,0.88,1.19,9.1,147
2026-08-15T14:00:00,0.88,1.38,10.24,145
2026-08-15T14:30:00,0.88,1.24,10.24,142
2026-08-15T15:00:00,0.92,1.28,9.64,150
2026-08-15T15:30:00,0.98,1.45,9.64,146
2026-08-15T16:00:00,1.05,1.7,10.24,147
2026-08-15T16:30:00,1.03,1.71,10.24,144
2026-08-15T17:00:00,0.99,1.41,9.64,145
2026-08-15T17:30:00,0.93,1.56,10.24,146
2026-08-15T18:00:00,0.95,1.54,9.1,140
2026-08-15T18:30:00,0.97,1.37,9.64,146
2026-08-15T19:00:00,0.97,1.34,9.64,146
2026-08-15T19:30:00,0.94,1.52,8.62,144
2026-08-15T20:00:00,0.92,1.4,10.24,140
2026-08-15T20:30:00,0.97,1.58,9.64,143
2026-08-15T21:00:00,0.96,1.29,10.24,144
2026-08-15T21:30:00,0.92,1.59,9.64,140
2026-08-15T22:00:00,0.95,1.55,9.64,142
2026-08-15T22:30:00,0.93,1.31,9.64,143
2026-08-15T23:00:00,0.92,1.29,9.64,142
2026-08-15T23:30:00,0.91,1.32,9.64,143
