fecha,altura,altura_maxima,periodo,direccion
2026-08-27T00:00:00,1.2,1.94,13.65,144
2026-08-27T00:30:00,1.39,1.99,14.89,146
2026-08-27T03:00:00,1.26,2.41,13.65,141
2026-08-27T04:00:00,1.16,1.77,12.6,146
2026-08-27T04:30:00,1.34,2.39,13.65,145
2026-08-27T05:00:00,1.13,2.23,13.65,148
2026-08-27T05:30:00,1.13,1.63,13.65,149
2026-08-27T06:00:00,1.19,1.71,13.65,148
2026-08-27T06:30:00,1.09,1.72,13.65,150
2026-08-27T07:00:00,1.04,1.62,13.65,155
2026-08-27T07:30:00,1.11,1.62,13.65,156
2026-08-27T08:00:00,1.04,1.68,13.65,151
2026-08-27T08:30:00,1.08,1.67,13.65,150
2026-08-27T09:00:00,1.1,1.65,13.65,155
2026-08-27T09:30:00,1.08,1.71,13.65,139
2026-08-27T10:00:00,1.05,1.7,13.65,155
2026-08-27T10:30:00,1.03,1.44,13.65,156
2026-08-27T11:00:00,0.95,1.49,13.65,150
2026-08-27T11:30:00,1.02,1.67,13.65,148
2026-08-27T12:00:00,0.94,1.49,11.7,147
2026-08-27T12:30:00,1.04,1.55,12.6,148
2026-08-27T13:00:00,1.11,1.62,12.6,148
2026-08-27T13:30:00,0.98,1.64,13.65,157
2026-08-27T14:00:00,1.04,1.78,12.6,140
2026-08-27T14:30:00,1.08,1.71,12.6,153
2026-08-27T15:00:00,1.04,1.49,12.6,149
2026-08-27T15:30:00,1.07,1.73,11.7,146
2026-08-27T16:00:00,1.02,1.66,12.6,145
2026-08-27T16:30:00,1.14,1.88,12.6,151
2026-08-27T17:00:00,1.16,1.68,11.7,147
2026-08-27T17:30:00,1.09,1.77,12.6,145
2026-08-27T18:00:00,1.01,1.66,11.7,144
2026-08-27T18:30:00,0.96,1.35,12.6,146
2026-08-27T19:00:00,0.99,1.47,12.6,146
2026-08-27T19:30:00,1.02,1.47,12.6,146
2026-08-27T20:00:00,0.9,1.35,12.6,142
2026-08-27T20:30:00,0.89,1.31,12.6,145
2026-08-27T21:00:00,0.91,1.39,12.6,143
2026-08-27T21:30:00,0.87,1.16,12.6,147
2026-08-27T22:00:00,0.87,1.36,11.7,141
2026-08-27T22:30:00,0.88,1.42,12.6,143
2026-08-27T23:00:00,0.89,1.36,12.6,146
2026-08-27T23:30:00,0.82,1.21,12.6,144
