fecha,altura,altura_maxima,periodo,direccion
2026-09-11T00:30:00,0.54,0.81,10.24,162
2026-09-11T02:00:00,0.51,0.97,10.24,156
2026-09-11T02:30:00,0.53,0.84,10.24,156
2026-09-11T03:00:00,0.51,0.84,11.7,161
2026-09-11T03:30:00,0.54,0.8,9.64,151
2026-09-11T04:00:00,0.51,0.73,10.24,154
2026-09-11T04:30:00,0.51,0.81,10.24,153
2026-09-11T05:00:00,0.52,0.86,8.62,137
2026-09-11T05:30:00,0.53,0.79,9.64,154
2026-09-11T06:00:00,0.55,1.02,10.24,151
2026-09-11T06:30:00,0.55,0.82,11.7,157
2026-09-11T07:00:00,0.56,0.74,9.64,155
2026-09-11T07:30:00,0.57,0.88,10.24,163
2026-09-11T08:00:00,0.58,0.98,7.45,171
2026-09-11T08:30:00,0.62,1.01,9.1,131
2026-09-11T09:00:00,0.64,1.05,10.92,150
2026-09-11T09:30:00,0.75,1.18,7.12,172
2026-09-11T10:00:00,0.83,1.25,3.28,139
2026-09-11T10:30:00,0.9,1.53,3.64,146
2026-09-11T11:00:00,1.0,1.66,3.9,142
2026-09-11T11:30:00,1.05,1.72,3.72,139
2026-09-11T12:00:00,1.14,2.34,4.2,147
2026-09-11T12:30:00,1.25,1.84,4.43,150
2026-09-11T13:00:00,1.43,2.48,4.68,147
2026-09-11T13:30:00,1.6,2.59,5.12,154
2026-09-11T14:00:00,1.63,2.61,5.46,153
2026-09-11T14:30:00,2.11,3.37,5.85,162
2026-09-11T15:00:00,2.56,4.82,6.83,185
2026-09-11T15:30:00,2.66,4.66,8.62,181
2026-09-11T16:00:00,2.86,4.69,8.62,182
2026-09-11T16:30:00,3.06,4.56,8.62,177
2026-09-11T17:00:00,3.12,4.91,8.62,175
2026-09-11T17:30:00,3.02,5.0,8.62,171
2026-09-11T18:00:00,2.87,4.7,9.1,175
2026-09-11T18:30:00,2.97,6.61,9.1,167
2026-09-11T19:00:00,2.99,4.4,9.1,168
2026-09-11T19:30:00,2.87,4.42,9.1,169
2026-09-11T20:00:00,2.94,4.89,8.62,161
2026-09-11T20:30:00,2.73,7.09,9.1,166
2026-09-11T21:00:00,2.76,4.21,8.62,162
2026-09-11T22:00:00,2.87,5.68,8.62,161
2026-09-11T22:30:00,2.92,5.55,8.62,157
2026-09-11T23:00:00,2.98,4.71,9.1,167
2026-09-11T23:30:00,3.07,4.36,9.1,161
