fecha,altura_astronomica_m,altura_medida_m
2026-07-14T06:45:00,1.47,0.78
2026-07-14T07:45:00,1.43,0.68
2026-07-14T08:45:00,1.29,0.56
2026-07-14T09:45:00,1.09,0.44
2026-07-14T10:45:00,0.9,0.34
2026-07-14T11:45:00,0.75,0.26
2026-07-14T12:45:00,0.63,0.2
2026-07-14T13:45:00,0.53,0.15
2026-07-14T14:45:00,0.48,0.1
2026-07-14T15:45:00,0.53,0.05
2026-07-14T16:45:00,0.67,0.0
2026-07-14T17:45:00,0.82,0.12
2026-07-14T18:45:00,0.94,
2026-07-14T19:45:00,0.97,
2026-07-14T20:45:00,0.94,
2026-07-14T21:45:00,0.86,
2026-07-14T22:45:00,0.79,
2026-07-14T23:45:00,0.75,
