fecha,altura_astronomica_m,altura_medida_m
2026-07-12T00:45:00,0.76,0.9
2026-07-12T01:45:00,0.9,1.23
2026-07-12T02:45:00,1.08,1.42
2026-07-12T03:45:00,1.21,1.51
2026-07-12T04:45:00,1.26,1.52
2026-07-12T05:45:00,1.23,1.49
2026-07-12T06:45:00,1.11,1.36
2026-07-12T07:45:00,0.94,1.19
2026-07-12T08:45:00,0.76,1.04
2026-07-12T09:45:00,0.62,0.92
2026-07-12T10:45:00,0.52,0.84
2026-07-12T11:45:00,0.47,0.77
2026-07-12T12:45:00,0.48,0.73
2026-07-12T13:45:00,0.58,1.03
2026-07-12T14:45:00,0.75,1.35
2026-07-12T15:45:00,0.92,1.44
2026-07-12T16:45:00,1.03,1.53
2026-07-12T17:45:00,1.07,1.5
2026-07-12T18:45:00,1.04,1.37
2026-07-12T19:45:00,0.96,1.24
2026-07-12T20:45:00,0.86,1.11
2026-07-12T21:45:00,0.79,1.0
2026-07-12T22:45:00,0.74,0.9
2026-07-12T23:45:00,0.72,0.83
