fecha,altura_astronomica_m,altura_medida_m
2026-07-06T00:45:00,0.69,0.81
2026-07-06T01:45:00,0.65,0.72
2026-07-06T02:45:00,0.62,0.62
2026-07-06T03:45:00,0.59,0.54
2026-07-06T04:45:00,0.54,0.46
2026-07-06T05:45:00,0.48,0.39
2026-07-06T06:45:00,0.45,0.33
2026-07-06T07:45:00,0.51,0.35
2026-07-06T08:45:00,0.68,0.72
2026-07-06T09:45:00,0.93,1.0
2026-07-06T10:45:00,1.13,1.19
2026-07-06T11:45:00,1.23,1.3
2026-07-06T12:45:00,1.23,1.32
2026-07-06T13:45:00,1.15,1.23
2026-07-06T14:45:00,1.04,1.11
2026-07-06T15:45:00,0.9,0.97
2026-07-06T16:45:00,0.77,0.87
2026-07-06T17:45:00,0.64,0.77
2026-07-06T18:45:00,0.54,0.69
2026-07-06T19:45:00,0.5,0.62
2026-07-06T20:45:00,0.54,0.6
2026-07-06T21:45:00,0.65,0.76
2026-07-06T22:45:00,0.76,0.9
2026-07-06T23:45:00,0.79,0.95
