fecha,altura_astronomica_m,altura_medida_m
2026-07-07T07:45:00,0.43,0.3
2026-07-07T08:45:00,0.51,0.28
2026-07-07T09:45:00,0.72,0.59
2026-07-07T10:45:00,0.96,0.86
2026-07-07T11:45:00,1.15,1.01
2026-07-07T12:45:00,1.22,1.09
2026-07-07T13:45:00,1.19,1.09
2026-07-07T14:45:00,1.11,0.97
2026-07-07T15:45:00,0.99,0.88
2026-07-07T16:45:00,0.86,0.78
2026-07-07T17:45:00,0.73,0.69
2026-07-07T18:45:00,0.61,
2026-07-07T19:45:00,0.53,
2026-07-07T20:45:00,0.52,
2026-07-07T21:45:00,0.6,
2026-07-07T22:45:00,0.73,
2026-07-07T23:45:00,0.83,
