fecha,altura_astronomica_m,altura_medida_m
2026-07-11T00:45:00,0.84,1.16
2026-07-11T01:45:00,1.0,1.34
2026-07-11T02:45:00,1.11,1.37
2026-07-11T03:45:00,1.14,1.33
2026-07-11T04:45:00,1.1,1.21
2026-07-11T05:45:00,1.0,1.08
2026-07-11T06:45:00,0.86,0.96
2026-07-11T07:45:00,0.7,0.85
2026-07-11T08:45:00,0.57,0.75
2026-07-11T09:45:00,0.48,0.65
2026-07-11T10:45:00,0.44,0.57
2026-07-11T11:45:00,0.47,0.51
2026-07-11T12:45:00,0.59,0.6
2026-07-11T13:45:00,0.78,1.04
2026-07-11T14:45:00,0.96,1.22
2026-07-11T15:45:00,1.08,1.32
2026-07-11T16:45:00,1.11,1.33
2026-07-11T17:45:00,1.08,1.2
2026-07-11T18:45:00,0.99,1.06
2026-07-11T19:45:00,0.89,0.9
2026-07-11T20:45:00,0.79,0.78
2026-07-11T21:45:00,0.73,0.7
2026-07-11T22:45:00,0.69,0.64
2026-07-11T23:45:00,0.69,0.63
