fecha,altura_astronomica_m,altura_medida_m
2026-07-16T07:45:00,1.43,1.42
2026-07-16T08:45:00,1.55,1.51
2026-07-16T09:45:00,1.51,1.43
2026-07-16T10:45:00,1.37,1.26
2026-07-16T11:45:00,1.18,1.1
2026-07-16T12:45:00,1.01,0.97
2026-07-16T13:45:00,0.86,0.86
2026-07-16T14:45:00,0.69,0.74
2026-07-16T15:45:00,0.53,0.62
2026-07-16T16:45:00,0.44,0.52
2026-07-16T17:45:00,0.47,0.43
2026-07-16T18:45:00,0.6,0.44
2026-07-16T19:45:00,0.74,
2026-07-16T20:45:00,0.84,
2026-07-16T21:45:00,0.86,
2026-07-16T22:45:00,0.82,
2026-07-16T23:45:00,0.77,
