fecha,altura_astronomica_m,altura_medida_m
2026-07-04T00:45:00,0.7,0.9
2026-07-04T01:45:00,0.67,0.83
2026-07-04T02:45:00,0.65,0.77
2026-07-04T03:45:00,0.6,0.72
2026-07-04T04:45:00,0.55,0.66
2026-07-04T05:45:00,0.55,0.61
2026-07-04T06:45:00,0.64,0.77
2026-07-04T07:45:00,0.84,1.11
2026-07-04T08:45:00,1.06,1.29
2026-07-04T09:45:00,1.23,1.4
2026-07-04T10:45:00,1.29,1.49
2026-07-04T11:45:00,1.26,1.42
2026-07-04T12:45:00,1.16,1.3
2026-07-04T13:45:00,1.03,1.17
2026-07-04T14:45:00,0.88,1.04
2026-07-04T15:45:00,0.75,0.93
2026-07-04T16:45:00,0.64,0.81
2026-07-04T17:45:00,0.55,0.72
2026-07-04T18:45:00,0.52,0.64
2026-07-04T19:45:00,0.58,0.66
2026-07-04T20:45:00,0.67,0.92
2026-07-04T21:45:00,0.72,1.1
2026-07-04T22:45:00,0.73,1.19
2026-07-04T23:45:00,0.7,1.17
