fecha,altura_astronomica_m,altura_medida_m
2026-07-10T06:45:00,0.66,1.02
2026-07-10T07:45:00,0.54,0.93
2026-07-10T08:45:00,0.45,0.85
2026-07-10T09:45:00,0.41,0.78
2026-07-10T10:45:00,0.44,0.73
2026-07-10T11:45:00,0.58,1.0
2026-07-10T12:45:00,0.79,1.28
2026-07-10T13:45:00,0.99,1.43
2026-07-10T14:45:00,1.11,1.56
2026-07-10T15:45:00,1.14,1.61
2026-07-10T16:45:00,1.11,1.53
2026-07-10T17:45:00,1.02,1.41
2026-07-10T18:45:00,0.91,
2026-07-10T19:45:00,0.8,
2026-07-10T20:45:00,0.71,
2026-07-10T21:45:00,0.66,
2026-07-10T22:45:00,0.65,
2026-07-10T23:45:00,0.71,
