fecha,velocidad,direccion
2026-09-17T03:00:00,35.98,359
2026-09-17T03:01:00,40.56,358
2026-09-17T03:02:00,38.08,358
2026-09-17T03:03:00,36.74,356
2026-09-17T03:04:00,35.16,354
2026-09-17T03:05:00,39.39,356
2026-09-17T03:06:00,37.38,358
2026-09-17T03:07:00,36.69,357
2026-09-17T03:08:00,39.36,354
2026-09-17T03:09:00,34.14,358
2026-09-17T03:10:00,38.19,356
2026-09-17T03:11:00,39.56,357
2026-09-17T03:12:00,38.45,355
2026-09-17T03:13:00,34.88,358
2026-09-17T03:14:00,37.67,356
2026-09-17T03:15:00,35.04,358
2026-09-17T03:16:00,37.83,354
2026-09-17T03:17:00,36.31,356
2026-09-17T03:18:00,35.15,355
2026-09-17T03:19:00,32.85,359
2026-09-17T03:20:00,35.29,358
2026-09-17T03:21:00,33.98,357
2026-09-17T03:22:00,31.75,358
2026-09-17T03:23:00,33.63,360
2026-09-17T03:24:00,34.48,0
2026-09-17T03:25:00,34.42,3
2026-09-17T03:26:00,32.2,0
2026-09-17T03:27:00,30.44,1
2026-09-17T03:28:00,32.69,1
2026-09-17T03:29:00,34.41,358
2026-09-17T03:30:00,32.99,0
2026-09-17T03:31:00,35.59,357
2026-09-17T03:32:00,35.93,359
2026-09-17T03:33:00,32.89,0
2026-09-17T03:34:00,37.77,357
2026-09-17T03:35:00,34.2,3
2026-09-17T03:36:00,35.98,2
2026-09-17T03:37:00,35.22,360
2026-09-17T03:38:00,35.92,0
2026-09-17T03:39:00,35.49,356
2026-09-17T03:40:00,36.83,358
2026-09-17T03:41:00,35.99,358
2026-09-17T03:42:00,35.62,355
2026-09-17T03:43:00,32.28,356
2026-09-17T03:44:00,30.69,1
2026-09-17T03:45:00,35.79,0
2026-09-17T03:46:00,36.75,355
2026-09-17T03:47:00,35.46,4
2026-09-17T03:48:00,34.48,4
2026-09-17T03:49:00,33.07,2
2026-09-17T03:50:00,30.74,5
2026-09-17T03:51:00,31.25,2
2026-09-17T03:52:00,33.15,3
2026-09-17T03:53:00,30.75,4
2026-09-17T03:54:00,31.68,4
2026-09-17T03:55:00,34.58,7
2026-09-17T03:56:00,34.25,1
2026-09-17T03:57:00,34.22,3
2026-09-17T03:58:00,35.94,3
2026-09-17T03:59:00,33.47,3
2026-09-17T04:00:00,34.15,355
2026-09-17T04:01:00,33.72,0
2026-09-17T04:02:00,33.62,4
2026-09-17T04:03:00,37.24,2
2026-09-17T04:04:00,34.85,1
2026-09-17T04:05:00,37.46,1
2026-09-17T04:06:00,36.17,3
2026-09-17T04:07:00,35.47,2
2026-09-17T04:08:00,34.09,5
2026-09-17T04:09:00,35.72,1
2026-09-17T04:10:00,35.8,1
2026-09-17T04:11:00,34.37,0
2026-09-17T04:12:00,37.88,3
2026-09-17T04:13:00,33.45,3
2026-09-17T04:14:00,34.75,359
2026-09-17T04:15:00,33.37,1
2026-09-17T04:16:00,33.26,360
2026-09-17T04:17:00,34.99,2
2026-09-17T04:18:00,35.06,4
2026-09-17T04:19:00,34.4,357
2026-09-17T04:20:00,36.63,2
2026-09-17T04:21:00,34.04,2
2026-09-17T04:22:00,34.18,359
2026-09-17T04:23:00,33.63,3
2026-09-17T04:24:00,33.22,359
2026-09-17T04:25:00,35.84,356
2026-09-17T04:26:00,36.46,355
2026-09-17T04:27:00,34.15,1
2026-09-17T04:28:00,35.72,357
2026-09-17T04:29:00,34.72,358
2026-09-17T04:30:00,34.81,356
2026-09-17T04:31:00,36.07,360
2026-09-17T04:32:00,37.03,355
2026-09-17T04:33:00,35.32,356
2026-09-17T04:34:00,37.29,359
2026-09-17T04:35:00,36.51,359
2026-09-17T04:36:00,35.58,359
2026-09-17T04:37:00,38.64,355
2026-09-17T04:38:00,34.34,358
2026-09-17T04:39:00,34.72,1
2026-09-17T04:40:00,34.63,354
2026-09-17T04:41:00,32.51,356
2026-09-17T04:42:00,39.56,354
2026-09-17T04:43:00,35.32,357
2026-09-17T04:44:00,34.99,357
2026-09-17T04:45:00,32.08,3
2026-09-17T04:46:00,35.5,4
2026-09-17T04:47:00,37.89,357
2026-09-17T04:48:00,34.32,1
2026-09-17T04:49:00,34.63,356
2026-09-17T04:50:00,37.99,354
2026-09-17T04:51:00,36.72,357
2026-09-17T04:52:00,37.4,357
2026-09-17T04:53:00,36.86,358
2026-09-17T04:54:00,35.65,357
2026-09-17T04:55:00,34.29,358
2026-09-17T04:56:00,37.63,358
