fecha,velocidad,direccion
2026-08-31T00:00:00,9.69,49
2026-08-31T00:01:00,8.85,39
2026-08-31T00:02:00,8.7,43
2026-08-31T00:03:00,8.52,42
2026-08-31T00:04:00,8.85,41
2026-08-31T00:05:00,9.43,43
2026-08-31T00:06:00,10.4,49
2026-08-31T00:07:00,10.4,52
2026-08-31T00:08:00,9.52,45
2026-08-31T00:09:00,10.28,45
2026-08-31T00:10:00,11.86,45
2026-08-31T00:11:00,15.13,54
2026-08-31T00:12:00,15.97,58
2026-08-31T00:13:00,14.96,54
2026-08-31T00:14:00,16.23,58
2026-08-31T00:15:00,15.77,60
2026-08-31T00:16:00,14.33,58
2026-08-31T00:17:00,12.28,56
2026-08-31T00:18:00,12.33,59
2026-08-31T00:19:00,11.36,56
2026-08-31T00:20:00,10.76,55
2026-08-31T00:21:00,10.34,55
2026-08-31T00:22:00,9.64,63
2026-08-31T00:23:00,10.84,72
2026-08-31T00:24:00,9.62,72
2026-08-31T00:25:00,9.25,71
2026-08-31T00:26:00,9.18,68
2026-08-31T00:27:00,8.18,64
2026-08-31T00:28:00,9.2,76
2026-08-31T00:29:00,9.6,72
2026-08-31T00:30:00,10.06,72
2026-08-31T00:31:00,9.62,70
2026-08-31T00:32:00,10.34,71
2026-08-31T00:33:00,10.33,68
2026-08-31T00:34:00,9.51,71
2026-08-31T00:35:00,9.89,73
2026-08-31T00:36:00,9.72,73
2026-08-31T00:37:00,10.09,74
2026-08-31T00:38:00,10.64,70
2026-08-31T00:39:00,11.1,62
2026-08-31T00:40:00,8.79,63
2026-08-31T00:41:00,8.9,64
2026-08-31T00:42:00,7.1,50
2026-08-31T00:43:00,7.69,51
2026-08-31T00:44:00,7.45,52
2026-08-31T00:45:00,8.7,63
2026-08-31T00:46:00,8.18,58
2026-08-31T00:47:00,8.89,45
2026-08-31T00:48:00,9.77,51
2026-08-31T00:49:00,11.1,55
2026-08-31T00:50:00,10.42,50
2026-08-31T00:51:00,11.47,52
2026-08-31T00:52:00,11.66,48
2026-08-31T00:53:00,12.02,49
2026-08-31T00:54:00,13.21,49
2026-08-31T00:55:00,13.31,50
2026-08-31T00:56:00,13.38,49
2026-08-31T00:57:00,13.85,50
2026-08-31T00:58:00,13.46,49
2026-08-31T00:59:00,12.26,42
2026-08-31T01:00:00,12.45,42
2026-08-31T01:01:00,13.03,45
2026-08-31T01:02:00,13.14,44
2026-08-31T01:03:00,12.12,39
2026-08-31T01:04:00,12.27,36
2026-08-31T01:05:00,12.58,35
2026-08-31T01:06:00,12.78,39
2026-08-31T01:07:00,13.11,33
2026-08-31T01:08:00,12.56,34
2026-08-31T01:09:00,13.28,32
2026-08-31T01:10:00,12.99,28
2026-08-31T01:11:00,15.4,26
2026-08-31T01:12:00,15.02,28
2026-08-31T01:13:00,14.8,25
2026-08-31T01:14:00,16.22,24
2026-08-31T01:15:00,16.69,26
2026-08-31T01:16:00,17.15,26
2026-08-31T01:17:00,17.75,24
2026-08-31T01:18:00,16.77,27
2026-08-31T01:19:00,17.2,24
2026-08-31T01:20:00,15.59,26
2026-08-31T01:21:00,16.61,25
2026-08-31T01:22:00,16.01,26
2026-08-31T01:23:00,16.73,24
2026-08-31T01:24:00,17.78,22
2026-08-31T01:25:00,17.05,21
2026-08-31T01:26:00,17.09,22
2026-08-31T01:27:00,15.99,25
2026-08-31T01:28:00,17.48,23
2026-08-31T01:29:00,18.6,23
2026-08-31T01:30:00,18.27,22
2026-08-31T01:31:00,18.84,20
2026-08-31T01:32:00,19.81,21
2026-08-31T01:33:00,19.3,19
2026-08-31T01:34:00,19.07,21
2026-08-31T01:35:00,22.13,22
2026-08-31T01:36:00,19.71,26
2026-08-31T01:37:00,19.74,26
2026-08-31T01:38:00,17.65,26
2026-08-31T01:39:00,16.84,29
2026-08-31T01:40:00,15.9,27
2026-08-31T01:41:00,15.38,28
2026-08-31T01:42:00,14.41,26
2026-08-31T01:43:00,15.02,24
2026-08-31T01:44:00,14.16,25
2026-08-31T01:45:00,13.58,23
2026-08-31T01:46:00,12.26,21
2026-08-31T01:47:00,13.08,24
2026-08-31T01:48:00,14.03,23
2026-08-31T01:49:00,13.32,26
2026-08-31T01:50:00,14.71,25
2026-08-31T01:51:00,14.11,24
2026-08-31T01:52:00,14.42,23
2026-08-31T01:53:00,14.26,22
2026-08-31T01:54:00,13.57,21
2026-08-31T01:55:00,12.85,23
2026-08-31T01:56:00,14.28,22
2026-08-31T01:57:00,14.61,25
2026-08-31T01:58:00,14.36,24
2026-08-31T01:59:00,13.61,25
2026-08-31T02:00:00,13.54,24
2026-08-31T02:01:00,12.74,26
2026-08-31T02:02:00,13.49,24
2026-08-31T02:03:00,13.11,24
2026-08-31T02:04:00,12.71,27
2026-08-31T02:05:00,12.5,30
2026-08-31T02:06:00,10.37,32
2026-08-31T02:07:00,11.27,31
2026-08-31T02:08:00,10.4,35
2026-08-31T02:09:00,10.19,36
2026-08-31T02:10:00,10.56,38
2026-08-31T02:11:00,9.52,40
2026-08-31T02:12:00,10.13,37
2026-08-31T02:13:00,9.62,38
2026-08-31T02:14:00,10.43,35
2026-08-31T02:15:00,9.91,32
2026-08-31T02:16:00,9.06,31
2026-08-31T02:17:00,9.26,34
2026-08-31T02:18:00,8.07,38
2026-08-31T02:19:00,8.0,39
2026-08-31T02:20:00,7.41,43
2026-08-31T02:21:00,7.03,41
2026-08-31T02:22:00,6.34,40
2026-08-31T02:23:00,4.97,40
2026-08-31T02:24:00,4.85,44
2026-08-31T02:25:00,4.46,32
2026-08-31T02:26:00,6.53,24
2026-08-31T02:27:00,7.44,29
2026-08-31T02:28:00,7.49,39
2026-08-31T02:29:00,8.05,37
2026-08-31T02:30:00,8.89,40
2026-08-31T02:31:00,8.56,35
2026-08-31T02:32:00,7.29,43
2026-08-31T02:33:00,7.2,41
2026-08-31T02:34:00,6.4,42
2026-08-31T02:35:00,7.42,49
